fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
6.290531119311364,1.811174358446037,1.1679753646670237,-0.18023397063898755,1.0620338815121484,-1.1217848071853862,-1.6046238000470385,2.914735695640909,-1.8948243020257907,1.4186758764381384,0.44704655040501046,-1.702185623672077
-0.4693383135781666,-0.5597508590748815,0.6901942326432422,1.4154760339553403,-0.2101973195336963,2.6376959691882504,2.0737201948465933,0.7071457707217339,0.1019715949812326,-0.08745780078455807,-0.8968461705140892,0.5874799940107167
0.13153896934534787,-0.8598679752167698,0.34892199548339836,-0.8544776345520837,-0.7909985200111471,-0.11177504636858825,-0.43745695551348224,-1.0724076344039886,-0.5220271228334622,0.5286877944429085,1.0349996158071175,0.5874799940107167
0.2817582900762258,-1.0999616681302806,0.6219397852112734,-0.6971541129723614,-0.26551171957916786,-0.16788669974729925,0.6589725045028889,-0.27026045557837186,-0.1476278921446453,-0.018997179092617264,-0.392886400169427,0.5874799940107167
-0.24400933248184833,-1.0999616681302806,0.34892199548339836,-0.7196289017694646,-0.6250553198747326,0.3371181806610997,-0.33135087873770436,-1.6790735679695765,-1.8324244302443198,0.39176655105902686,1.2029862059220044,0.5874799940107167
-0.5444479739436056,1.0008581448629381,-0.47013137370022695,-0.7421036905665677,-0.23785451955643208,0.5054531407972327,1.118765503864593,-0.8027783305970564,0.35157108210710775,0.25484530767514524,0.027080075117791744,0.5874799940107167
-0.16889967211640938,-1.2800319378154137,-0.12885913654038314,-0.0004356602621619405,-0.01659691937454604,0.05655991376754474,0.14612646675329594,-0.0006311517714396657,1.5371686459550291,-0.7720640177039658,-0.056913219939651705,0.5874799940107167
2.6852674217702823,-0.3196571661613709,0.6901942326432422,-0.764578479363671,0.7578046812620551,-0.6167799267769872,-1.5338864155298533,0.31955364649924783,0.35157108210710775,1.3502152547461974,1.118992910864561,-1.702185623672077
-0.9199962757708018,0.4606473358075389,-0.8796580582920396,-0.6746793241752581,0.5088898810574332,-0.4484449666408542,-1.1801994929439272,0.2420352216547731,1.0379696717032734,1.6925183632059015,-0.47687969522687046,-1.702185623672077
-0.6195576343090445,-0.7998445519883922,0.8267031275071798,0.5389592708683151,-0.3208261196246394,0.9543463678269206,1.2071872345110743,0.40381280393893987,0.1019715949812326,-0.4982215309362026,-1.2328193507438645,0.5874799940107167
-0.018680351385530758,0.040483373208895154,-0.47013137370022695,0.13441307252045723,-0.6803697199202041,-0.3923333132621432,0.11075777449470332,-0.39159364229149696,-1.8324244302443198,0.8709909029026126,-0.2248998100545386,0.5874799940107167
-0.9199962757708018,-0.07956347324785998,0.4171764429153672,1.0558794132016887,-0.4591121197383181,-0.05566339298987725,0.18149515901188856,0.30270181501131693,1.5371686459550291,-0.36130028755232135,0.36305325534756705,0.5874799940107167
1.2581838748269365,-0.43970401261812603,0.14415865318749221,1.2806273011727207,-0.7633413199884114,-0.5887241000876317,0.9242376964423334,0.7374790673999871,-0.5844269946149331,-0.36130028755232135,0.027080075117791744,0.5874799940107167
-0.319118992847288,-1.0399382449019028,0.007649758323554543,-0.8095280569578774,-0.4591121197383181,0.28100652728238873,-0.136823071315445,-1.4296664619481465,-0.3972273792705232,0.8709909029026126,1.2029862059220044,0.5874799940107167
-0.319118992847288,-0.9198913984451476,0.007649758323554543,0.5839088484625213,-0.2101973195336963,0.3932298340398107,-0.11913872518614868,-0.3983343748866768,-0.6468268663964012,-0.6351427743200843,0.11107337017523519,0.5874799940107167
-0.6195576343090445,-0.9198913984451476,0.6901942326432422,-0.4724062250013293,-0.6803697199202041,0.11267156714625573,-0.5435630322892601,-1.2476666818784776,0.4763708256700467,-0.8405246393959067,0.9510063207496726,0.5874799940107167
0.657306591903422,-0.43970401261812603,0.6219397852112734,-0.7982906625593257,-0.6527125198974684,-1.065673153806675,-0.8972499548751862,-1.2476666818784776,-1.458025199555503,0.18638468598320518,1.2029862059220044,0.5874799940107167
-0.394228653212727,-0.19961031970461546,-0.12885913654038314,-0.5847801689868454,-0.5144265197837896,0.0004482603888337429,-0.5435630322892601,-1.9655547032644023,-0.834026481740811,-1.1828277478556104,1.874932566381555,0.5874799940107167
2.535048101039403,0.5806941822642944,2.4648098658744306,-0.20270875943609087,1.5875206819441277,-1.3462314207002302,-1.5869394539177422,0.8419604226251812,-1.021226097085218,0.8709909029026126,2.378892336726217,-1.702185623672077
-0.018680351385530758,-0.19961031970461546,0.6219397852112734,0.8086567364335534,-0.09956851944275337,-0.8412265402918312,-0.43745695551348224,1.0441824004803897,0.4139709538885786,0.7340696595187309,-0.5608729902843139,0.5874799940107167
